time	frame	PresV	UV
16741	588	0.47	0
16759	588	0.47	0
16779	589	0.48	0
16797	590	0.47	0
16816	591	0.47	0
16834	592	0.48	0
16854	593	0.47	0
16872	594	0.48	0
16890	595	0.47	0
16910	596	0.48	0
16928	597	0.48	0
16947	598	0.47	0
16965	599	0.47	0
16985	600	0.47	0
17003	601	0.47	0
17021	602	0.48	0
17041	603	0.47	0
17059	603	0.48	0
17078	604	0.47	0
17096	605	0.47	0
17116	606	0.48	0
17134	607	0.48	0
17153	608	0.47	0
17171	609	0.47	0
17190	610	0.47	0
17209	611	0.47	0
17227	612	0.48	0
17247	613	0.47	0
17265	614	0.47	0
17284	615	0.48	0
17302	616	0.48	0
17321	617	0.47	0
17340	617	0.47	0
17358	618	0.47	0
17378	619	0.48	0
17396	620	0.48	0
17415	621	0.47	0
17433	622	0.47	0
17453	623	0.47	0
17471	624	0.47	0
17489	625	0.47	0
17509	626	0.48	0
17527	627	0.47	0
17546	628	0.48	0
17564	629	0.47	0
17584	630	0.47	0
17602	631	0.47	0
17620	631	0.48	0
17640	632	0.47	0
17658	633	0.47	0
17677	634	0.47	0
17695	635	0.48	0
17715	636	0.47	0
17733	637	0.48	0
17752	638	0.48	0
17770	639	0.48	0
17789	640	0.47	0
17808	641	0.48	0
17826	642	0.47	0
17846	643	0.47	0
17864	644	0.48	0
17883	645	0.48	0
17901	646	0.47	0
17921	647	0.47	0
17939	647	0.47	0
17957	648	0.47	0
17977	649	0.47	0
17995	650	0.47	0
18014	651	0.48	0
18032	652	0.47	0
18052	653	0.47	0
18070	654	0.48	0
18088	655	0.48	0
18108	656	0.47	0
18126	657	0.47	0
18145	658	0.48	0
18163	659	0.47	0
18183	660	0.47	0
18201	661	0.47	0
18220	661	0.47	0
18239	662	0.47	0
18257	663	0.48	0
18276	664	0.47	0
18294	665	0.47	0
18314	666	0.47	0
18332	667	0.48	0
18351	668	0.47	0
18369	669	0.47	0
18388	670	0.47	0
18407	671	0.47	0
18425	672	0.48	0
18445	673	0.47	0
18463	674	0.48	0
18482	675	0.47	0
18500	675	0.47	0
18520	676	0.47	0
18538	677	0.47	0
18556	678	0.47	0
18576	679	0.47	0
18594	680	0.48	0
18613	681	0.47	0
18631	682	0.48	0
18651	683	0.47	0
18669	684	0.47	0
18688	685	0.47	0
18707	686	0.48	0
18725	687	0.47	0
18744	688	0.47	0
18762	689	0.47	0
18782	690	0.47	0
18800	690	0.47	0
18819	691	0.48	0
18838	692	0.47	0
18856	693	0.48	0
18875	694	0.47	0
18893	695	0.47	0
18913	696	0.47	0
18931	697	0.47	0
18950	698	0.47	0
18968	699	0.48	0
18988	700	0.48	0
19006	701	0.47	0
19024	702	0.48	0
19044	703	0.47	0
19062	704	0.47	0
19081	705	0.47	0
19099	705	0.47	0
19119	706	0.48	0
19137	707	0.47	0
19155	708	0.47	0
19175	709	0.47	0
19193	710	0.47	0
19212	711	0.48	0
19230	712	0.47	0
19250	713	0.47	0
19268	714	0.47	0
19287	715	0.47	0
19306	716	0.48	0
19324	717	0.47	0
19343	718	0.48	0
19361	719	0.47	0
19381	720	0.48	0
19399	720	0.47	0
19418	721	0.47	0
19437	722	0.47	0
19456	723	0.47	0
19474	724	0.47	0
19492	725	0.47	0
19512	726	0.48	0
19530	727	0.47	0
19549	728	0.48	0
19567	729	0.47	0
19587	730	0.47	0
19605	731	0.47	0
19623	732	0.47	0
19643	733	0.47	0
19661	734	0.48	0
19680	734	0.47	0
19698	735	0.47	0
19718	736	0.48	0
19736	737	0.47	0
19755	738	0.48	0
19774	739	0.47	0
19792	740	0.48	0
19811	741	0.48	0
19829	742	0.48	0
19849	743	0.47	0
19867	744	0.48	0
19886	745	0.47	0
19905	746	0.47	0
19923	747	0.48	0
19942	748	0.48	0
19960	748	0.48	0
19980	749	0.47	0
19998	750	0.47	0
20017	751	0.47	0
20036	752	0.47	0
20055	753	0.47	0
20073	754	0.47	0
20091	755	0.47	0
20111	756	0.47	0
20129	757	0.47	0
20148	758	0.48	0
20166	759	0.47	0
20186	760	0.48	0
20204	761	0.47	0
20222	762	0.48	0
20242	763	0.47	0
20260	763	0.48	0
20279	764	0.47	0
20297	765	0.47	0
20317	766	0.47	0
20335	767	0.47	0
20354	768	0.48	0
20373	769	0.47	0
20391	770	0.47	0
20410	771	0.48	0
20428	772	0.48	0
20448	773	0.47	0
20466	774	0.48	0
20485	775	0.47	0
20504	776	0.47	0
20523	777	0.47	0
20541	778	0.48	0
20559	778	0.48	0
20579	779	0.47	0
20597	780	0.47	0
20616	781	0.48	0
20635	782	0.48	0
20654	783	0.48	0
20672	784	0.47	0
20690	785	0.47	0
20710	786	0.48	0
20728	787	0.47	0
20747	788	0.48	0
20765	789	0.47	0
20785	790	0.47	0
20803	791	0.47	0
20822	792	0.48	0
20841	793	0.48	0
20859	793	0.47	0
20878	794	0.47	0
20896	795	0.47	0
20916	796	0.47	0
20934	797	0.47	0
20953	798	0.47	0
20972	799	0.48	0
20990	800	0.47	0
21009	801	0.48	0
21027	802	0.47	0
21047	803	0.47	0
21065	804	0.48	0
21084	805	0.47	0
21103	806	0.47	0
21122	807	0.47	0
21140	807	0.48	0
21158	808	0.47	0
21178	809	0.48	0
21196	810	0.48	0
21215	811	0.48	0
21234	812	0.47	0
21253	813	0.47	0
21271	814	0.47	0
21289	815	0.47	0
21309	816	0.48	0
21327	817	0.47	0
21346	818	0.48	0
21364	819	0.47	0
21384	820	0.48	0
21402	821	0.47	0
21421	822	0.48	0
21440	822	0.47	0
21458	823	0.48	0
21477	824	0.47	0
21495	825	0.48	0
21515	826	0.48	0
21533	827	0.48	0
21552	828	0.47	0
21571	829	0.47	0
21590	830	0.48	0
21608	831	0.48	0
21626	832	0.48	0
21646	833	0.47	0
21664	834	0.48	0
21683	835	0.48	0
21702	836	0.47	0
21721	837	0.48	0
21739	837	0.48	0
21757	838	0.47	0
21777	839	0.47	0
21795	840	0.48	0
21814	841	0.48	0
21833	842	0.47	0
21852	843	0.47	0
21870	844	0.48	0
21889	845	0.47	0
21908	846	0.47	0
21926	847	0.47	0
21945	848	0.49	0
21963	849	0.48	0
21983	850	0.48	0
22001	851	0.48	0
22020	851	0.48	0
22039	852	0.47	0
22057	853	0.47	0
22076	854	0.47	0
22094	855	0.48	0
22114	856	0.47	0
22132	857	0.47	0
22151	858	0.48	0
22170	859	0.47	0
22189	860	0.48	0
22207	861	0.48	0
22225	862	0.48	0
22245	863	0.48	0
22263	864	0.47	0
22282	865	0.47	0
22301	866	0.47	0
22320	866	0.47	0
22338	867	0.47	0
22356	868	0.48	0
22376	869	0.47	0
22394	870	0.47	0
22413	871	0.47	0
22432	872	0.48	0
22451	873	0.48	0
22469	874	0.48	0
22488	875	0.47	0
22507	876	0.47	0
22525	877	0.47	0
22544	878	0.48	0
22562	879	0.47	0
22582	880	0.47	0
22600	880	0.48	0
22619	881	0.47	0
22638	882	0.48	0
22657	883	0.48	0
22675	884	0.47	0
22693	885	0.47	0
22713	886	0.47	0
22731	887	0.48	0
22750	888	0.47	0
22769	889	0.47	0
22788	890	0.47	0
22806	891	0.48	0
22824	892	0.48	0
22844	893	0.48	0
22862	894	0.47	0
22881	895	0.47	0
22900	895	0.48	0
22919	896	0.47	0
22937	897	0.47	0
22956	898	0.48	0
22975	899	0.48	0
22993	900	0.48	0
23012	901	0.47	0
23031	902	0.48	0
23050	903	0.48	0
23068	904	0.47	0
23087	905	0.48	0
23106	906	0.48	0
23124	907	0.47	0
23143	908	0.47	0
23161	909	0.48	0
23181	910	0.47	0
23199	910	0.47	0
23218	911	0.47	0
23237	912	0.47	0
23256	913	0.48	0
23274	914	0.48	0
23292	915	0.48	0
23312	916	0.48	0
23330	917	0.48	0
23349	918	0.47	0
23368	919	0.47	0
23387	920	0.48	0
